input,target
"On XXXX XXXX, 2014 I received from Roundpoint Mortgage a trial modification plan the interest rate offered was 5.5 % acceptedThe final mortgage modification was changed and the interest rate was incised. 
The Roundpoint Mortgage performed criminal activities and have to closed down the see link below : XXXX",Loan issues
I have been going back and forth providing non stop documents to my lender and I feel like this process will never end. Now after months of being in review they have denied my application because they miscalculated my income by over {$5000.00} dollars. I don't even know where to begin my frustration. They have a sale date for my house in less than 3 weeks and I am just trying to save my home!,Loan issues
"In XX/XX/2018, we were notified by Fay Servicing that we were denied a loan modification. We spoke with our representative, XXXX XXXX, and he advised us to fill out paperwork to appeal the decision and apply for a modification. We emailed and sent a copy via certified mail on XX/XX/2018 of the appeal and the paperwork. We have not received any information from Fay Servicing since by either mail, email, or phone call. XXXX XXXX said that we would receive a decision within 30 days by mail. We have not received any letter or have had phone calls returned about our modification.",Loan issues
Borrower inherited property from mother who 's mortgage is in active foreclosure. Borrower submitted a facially complete loss mit on XXXX/XXXX/XXXX but has not been notified of any action taken. The bank 's Motion for Summary Final Judgment on the foreclosure is scheduled for XXXX/XXXX/XXXX. Borrower has filed an opposition thereto.,Loan issues
I got on forbearance in XXXX of 2020. The mortgage company failed to make any escrow payments while I was in forbearance. Mortgage company failed to send a detailed description of how my payments where distributed while in forbearance,Loan issues
"As a result of health conditions ( approx. X/XX/16 ), I was hospitalized and placed in a skilled XXXX facility. Reverse Mortgage Solutions views this as a violation of the vacancy clause and has reposed my home. When I visited my home recently, I saw a sign stating that my home was listed for sale.",Loan issues
I previously entered a modification in the past and no one explained to me that there would be a balloon payment due for XXXX. Currently the balloon payment is due and I do not have the money to pay for it. They are currently threatening me that my house will enter foreclosure on XX/XX/2020. I am worried I will be losing my home.,Loan issues
Green tree has contacted credit bureau to change charge off closed account date from XX/XX/XXXX to XX/XX/XXXX to keep the record from dropping off credit report and with them also doing this it dropped my fico scores like back in XX/XX/XXXX when it was first charge off and closed.. This is illegal by law and they need to correct this to the credit bureau to report when it was actually closed and charged off back in XX/XX/XXXX,Loan issues
"I was web browsing and clicked on an add from Lending tree about the HARP program. 
I clicked a link that said "" Instantly find out if you are eligible '' I clicked the link and took a short survey. The link did not tell me if I was eligible. The link sent out all my info to lender for a loan. I was never told I was applying for a loan. Now I am getting called - pestered - by several different lending institutions. I never was told if I qualified for HARP. 
This seems very fraudulent to me as I was never told I was going to have my information sent out and I was never told what the original link specifically indicated it would do. Bait and Switch.",Loan issues
"I am very sad at this times, after several month waiting on the underwriter to let us know if we were approval or not. The underwriter became to a point that she very looking for item to denied our loan. We feel she wasted out time, and money. We supply every piece of documents they ask for. We feel due to our race the underwriter, made a major factor and denied our loan. Also XXXX XXXX started this problem we try first them then, XXXX small thing pop up and they denied her first, for not a good reason.",Loan issues
"I closed a loan with Movement Mortgage on XX/XX/2021. I worked with XXXX XXXX NMLS XXXX4 ( he is the loan officer ) in my last loan. So I'm existing borrower/customer with Movement mortgage. I reached out to XXXX XXXX on XX/XX/2021 asking for some details on my upcoming cash-out refinance application. His response was that "" Thank you for the opportunity to work with you again. I think it would be in everyones best interest if you use a different mortgage company moving forward. '' He basically refused to even accept my loan application without telling me why. I sent another follow-up email to him asking why and he never replied. It made me very puzzled and perplexed. Is it discriminatory against customer? I have email from XXXX as proof.",Loan issues
"I have a loan that was transferred to BSI Financial in XXXX 2015 ... 
In XXXX I called and spoke to them as my taxes were due and faxed them the tax bill per their instructions so the bill would be paid on time. It is now XXXX and my taxes still have not been paid.. Also I sent my XXXX payment on XXXX/XXXX/2015 through by bank bill pay and they still have not cleared my check. In XXXX they cashed it with in 2 business days but this month have not. If you read online about this company all the horror stories are about taxes/insurance not being paid and lapsing and not cashing payments and then turning around and collecting late penalty charges. I also lost out on my tax deduction for my property taxes for 2015 since they were not paid in 2015 harming me on my deductions.",Loan issues
